date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:58:24	18/18	---M--	404	error ('Not%20Found')	text/plain	date:Thu,%2021%20Nov%202024%2001:58:22%20GMT	http://cdnjs.cloudflare.com/robots.txt		(from https://tamubali.com/pawiwahan-arunda-radit3/)
09:58:26	239280/239280	---MCZ	200	added ('OK')	text/css	date:Thu,%2021%20Nov%202024%2001:58:22%20GMT	http://cdnjs.cloudflare.com/cf.core.css	C:/Users/budia/Downloads/Documents/wedding/cdnjs.cloudflare.com/cf.core.css	(from http://cdnjs.cloudflare.com/)
09:58:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Nov%202024%2001:58:22%20GMT	http://www.cloudflare.com/favicon.ico	C:/Users/budia/Downloads/Documents/wedding/www.cloudflare.com/favicon.89.delayed	(from http://cdnjs.cloudflare.com/)
09:58:26	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:23%20GMT	http://www.googletagmanager.com/robots.txt		(from https://tamubali.com/pawiwahan-arunda-radit3/)
09:58:27	83584/83584	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:24%20GMT	https://tamubali.com/wp-content/plugins/weddingpress/assets/images/backgrounds/divider-icon.svg	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/assets/images/backgrounds/divider-icon.svg	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/css/modules/bdt-uikit.css?ver=3.15.1)
09:58:27	83584/83584	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:25%20GMT	https://tamubali.com/wp-content/plugins/weddingpress/assets/images/backgrounds/list-bullet.svg	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/assets/images/backgrounds/list-bullet.svg	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/css/modules/bdt-uikit.css?ver=3.15.1)
09:58:28	83584/83584	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:25%20GMT	https://tamubali.com/wp-content/plugins/weddingpress/assets/images/backgrounds/form-datalist.svg	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/assets/images/backgrounds/form-datalist.svg	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/css/modules/bdt-uikit.css?ver=3.15.1)
09:58:29	83584/83584	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:26%20GMT	https://tamubali.com/wp-content/plugins/weddingpress/assets/css/images/loading.svg	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/assets/css/images/loading.svg	(from https://tamubali.com/wp-content/plugins/weddingpress/assets/css/modules/ep-helper.css?ver=3.1.11.2)
09:58:29	25756/25756	---M--	200	added ('OK')	font/woff2	etag:%22649c-6710b4dc-2de26d73792850c3;;;%22	https://tamubali.com/wp-content/uploads/useanyfont/1716Trojan.woff2	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/uploads/useanyfont/1716Trojan.woff2	(from https://tamubali.com/wp-content/uploads/useanyfont/uaf.css?ver=1729595032)
09:58:29	39772/39772	---MCZ	200	added ('OK')	application/font-woff	etag:W/%229b5c-6710b4dc-eeb8a16eda22c1dd;;;%22	https://tamubali.com/wp-content/uploads/useanyfont/1716Trojan.woff	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/uploads/useanyfont/1716Trojan.woff	(from https://tamubali.com/wp-content/uploads/useanyfont/uaf.css?ver=1729595032)
09:58:30	91109/91109	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Nov%202024%2001:58:27%20GMT	https://tamubali.com/wp-content/plugins/jet-elements/assets/images/dummy-map.png	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/jet-elements/assets/images/dummy-map.png	(from https://tamubali.com/wp-content/plugins/jet-elements/assets/css/jet-elements.css?ver=2.6.20.1)
09:58:30	331743/331743	---M-Z	200	added ('OK')	image/svg+xml	etag:%2250fdf-6729eb61-85e599c792a2bdf7;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.31.0	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9d5b.svg	(from https://tamubali.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.31.0)
09:58:31	749223/749223	---M-Z	200	added ('OK')	image/svg+xml	etag:%22b6ea7-6729eb61-b6a289cf3e4af97c;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.4)
09:58:31	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	etag:%222354a-6729eb61-983beefa4074d237;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.4)
09:58:31	918991/918991	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e05cf-6729eb61-7fe2dbecb01dcd0a;gz%22	https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.svg	(from https://tamubali.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.25.4)
09:58:32	8352/8352	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2220a0-6715bb61-942e1b6802b1e69f;gz%22	https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/fonts/cuifont.eot?i08r8g	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2/css/fonts/cuifont7137.eot	(from https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/cui_style.css?ver=1.0.0)
09:58:32	8184/8184	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221ff8-6715bb61-4f2b94d6f6f5ef76;gz%22	https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/fonts/cuifont.ttf?i08r8g	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2/css/fonts/cuifont7137.ttf	(from https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/cui_style.css?ver=1.0.0)
09:58:32	8260/8260	---MCZ	200	added ('OK')	application/font-woff	etag:W/%222044-6715bb61-c620d21d1457b34;;;%22	https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/fonts/cuifont.woff?i08r8g	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2/css/fonts/cuifont7137.woff	(from https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/cui_style.css?ver=1.0.0)
09:58:32	28388/28388	---M-Z	200	added ('OK')	image/svg+xml	etag:%226ee4-6715bb61-5de040160c863c20;gz%22	https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/fonts/cuifont.svg?i08r8g	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2/css/fonts/cuifont7137.svg	(from https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/cui_style.css?ver=1.0.0)
09:58:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Nov%202024%2001:58:30%20GMT	https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/images/modal_x.png	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2/css/images/modal_x.png	(from https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/cui_style.css?ver=1.0.0)
09:58:33	83584/83584	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2021%20Nov%202024%2001:58:30%20GMT	https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2/css/images/modal_x.png	C:/Users/budia/Downloads/Documents/wedding/tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2/css/images/modal_x.png	(from https://tamubali.com/wp-content/plugins/weddingpress/addons/comment-kit2//css/cui_style.css?ver=1.0.0)
